listing_id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,comments
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,Lovely hosts! Fantastic place just 10m from central station and in a very calm street! Room was perfect and everything exceed our expectations! Breakfast was delicious! Hopefully will return in the future!!
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Perfecte locatie! Op loopafstand van het station en vanuit de B&B zijn alle high lights goed te bereiken. Tip: huur een fiets! B&B is gezellig ingericht, erg ruim, inclusief eigen keukentje. Van alle gemakken voorzien! Fijn, breed bed die desgewenst versteld kan worden. Toilet en douche zijn te bereiken via de gang. Dit zou voor sommigen een nadeel kunnen zijn, omdat beiden niet direct aan het slaap/woongedeelte zitten. De badkamer is mooi ingericht, met een ruime douche en een dubbele wastafel (fijn!). 
<br/>Gastvrij ontvangst door Machteld. Heerlijk uitgebreid ontbijt (verschillende soorten broodjes, druiven, sap, melk, diverse soorten beleg) op een zelf te bepalen tijdstip. "
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Machteld was great at answering questions and giving clear directions to finding her home.  She welcomed us warmly, despite our lateness in arriving.   The apartment is spectacular; despite the photos, the room is even lovelier than it appears-high ceilings, light with a view of the back garden and access to a small private terrace, spacious and beautiful.  The shower room is huge, and the shower, double sink, long bench beautiful.  In the suite are lovely delft patterned dishes, everything one could need for cooking (and more), and even a beautiful little tea pot.  The beds are electric-and so comfortable we slept deeply.  The apartment's location is lovely-within easy walking distance of both the Central station and the Markethall, the Erasmus bridge and Museums, and much more that makes Rotterdam such a beautful city. Machteld has magazines, a tv, advice and listings for many of the attractions  to explore, and gives help with recommended restaurants and city attractions.  Her breakfasts are just scrumptious, plentiful and varied. She accomodated my husband's avoidance of red meats graciously.  She loves her city, and is a great host with a beautifully decorated mansion.   I wish we could have stayed a week, and we hope to return. "
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Amazing stay in Rotterdam. The room is bright and spacious, exactly what is shown in the pictures. Machteld and family were great hosts, very helpful, kind and welcoming. The b&b is very close to the station and is in perfect walking distance for those who come by train. The breakfast was great."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Very spacious room, with beautiful over growing garden view. Felt very welcome and the breakfast was great."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"A beautiful apartment in a great location close to Centraal station. Machteld's place is bright, clean and charming, and she is a most welcoming and helpful host. The attention to detail was second to none, and the breakfast delicious!"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Five minutes' walk from Rotterdam Central Station, a fully equipped apartment with lovely garden in a leafy street, stunning Dutch-style breakfast provided by welcoming hosts who leave excellent chocolate bars every day - what's not to like?"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"10 min walking from the main station and 10 min from the center. Very well located.  The highlight of this apartment is the garden. Behind the small garden pictured in the photos is a large garden with a table and swings, all available for your use. Overall great place (and we enjoyed the breakfast). "
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"   Lovely modern self contained apartment with separate bathroom and shower room and amazing breakfast! Comfortable memory foam beds, exceptionally clean, big mature garden, kitchen, fridge, and only a short walk from Rotterdam Centraal station (through a lovely park!). Machteld and her family were delightfully accommodating and communicative whilst also giving us space to ourselves. A wonderful place to stay during your time in Rotterdam!! "
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"We had a very nice stay in Machteld's apartment. The flat is quiet, spacious, bright, clean and tidy. The kitchen is well equipped. The breakfast served was nice and delicious. Machteld helped us to find ways to sightseeing spots. She let us to leave the baggage after check out so that we had an extra half day trip to Den Haag. We strongly recommend this bnb to any traveler to Rotterdam."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,The beds were so comfortable. The breakfast was outstanding. I loved the bathroom! The view to the garden from the room was stunning. Such a charming location and amazing host. Dank u wel!
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"The apartment is not far from the central station, just within the walking distance. it was at the first floor of the house with a lovely garden view, breakfast included. It was the one of the most delicious room breakfast we’ve ever had. When the weather permitted, you can also enjoy your meal at the garden. We really enjoy our stay there."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,This is a very comfortable setting just north and within walking distance of Rotterdam Centraal.  Well appointed room with a beautiful back yard and great hostess.  This was the highlight of our AirBnB tour of the Netherlands.
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"The location is perfect, right in the city. The building itself is a beauty with character. Detailed old windows at the entrance and a beautiful city garden in the back. Breakfast was proper! I really value the flexibility of the host."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"We enjoyed our stay very much! The hosts were so nice meeting us and checking us in, the breakfast was really great, and the view onto the terrace and backyard was beautiful; nice Tempurpedic mattresses too! Definitely recommend for your stay in Rotterdam! (Plus the short walk to Rotterdam Centraal Station makes things so convenient.)"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"We enjoyed our stay at B&B Walenburg.  The room is spacious, bright, and extremely clean.  Just outside the room is a small private toilette and rather large bathroom.  Communication leading up to the stay was great, and Machteld met us for an easy check-in.  Although we were downstairs from the host, the place felt private.  We only saw the owners at check-in and for a quick breakfast drop each morning.  However, the few interactions were warm, and they made themselves available if we needed anything at all.  <br/>All needed amenities are provided and then some.  We loved the fresh flowers cut from the beautiful garden and chocolates that were there upon our arrival.   An amazing breakfast was delivered to our room each morning at a time of our choosing.  Machteld really goes the extra mile to ensure a special stay, and we really appreciated those touches.  We enjoyed the beautiful garden and nightly visits from the cat “Blij”.  <br/>Area was extremely pleasant with plenty of bars and eateries in short walking distance.  We looked forward to the walk along the water to get to city center.  Definitely stop in for a non-AB InBev beer at the Walenburg Café as well as the best pizza at Angelo Betti nearby.  I highly recommend staying at B&B Walenburg!"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Heel ruim en gezellig verblijf, veel privacy, prachtig uitzicht op de tuin, gezellig terrasje, superlekker ontbijt en perfecte locatie op wandelafstand van het station!"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Nice room with a great view of the backyard. It is located near the Central Station in about 5 min walk. The center is about 15 min walk. Quick responses and easy registration. The host gave us a map and told about the main attractions of the city. Breakfast from was quite good (eggs, cheese, fruits, pastries, jam, and the room had a kettle and coffee-machine). The bathroom and toilet were separate, but located in the hallway. I would like to add that it was quite cold in the room at night, it was about 12 degrees outside and the heating did not work. Perhaps, it could be fixed somehow, but we did not ask the host because we came late in the evening."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"There is a beautiful garden in Machteld's house. It is bright, and very quiet. Machteld and Vankl served abundant breakfast every morning that impressed us. We stayed there for 4 nights, It is worth to treasure. We strongly recommend it."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Large room looks out on a beautiful garden; very comfortable, bright, and clean.  Quiet neighborhood; accessible to train station and trams.  Hosts are great."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"This is a really nice find - close to the station, very cosy and surprisingly quiet. The backyard gives a great view and is entirely private. The hosts are very communicative and accomodating, and can offer lots of advice about where to eat and what to do. Highly recommended!"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,The room was really nice and clean. Machteld always there for help with quick responses. Breakfast was included and it was really tasty. I even can’t finished some of cheeses and packed with bread to eat on my flight. It is close to train station but a bit long walk to city center. We’ve satisfied a lot with the stay overall.
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Our stay at Machteld's was wonderful. Machteld is a kind host and the airbnb was very comfortable. We enjoyed a lovely breakfast at our preferred hour every morning, a great location near lovely coffee bars and a short walk from the centre and train station, and a comfortable bed every night, including a good crib for the little one. Even though it was a bit too windy to sit outside while we were there, we enjoyed the lovely garden through the big picture window! Thank you, Machteld!"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Machteld’s place is wonderful, with comfortable beds, space and a lovely garden. It’s worth noting that the garden does not have that much privacy as there is a path that goes to the neighbours’ house."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,Great place to stay with a view in a beautiful garden!
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,Een prachtige ruimte in een prachtig huis! Veel privacy ondanks de gedeelde ingang en Machteld en haar man zijn heel aardig en fijn in de communicatie. Mooie buurt van Rotterdam en lekker dicht in de buurt vam het CS!
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"One of the best AirBnBs I have ever stayed in: only 5 mins by foot from Rotterdam Centraal station, on the quiet, residential side, with most of the journey through a nice, leafy park. You have the whole ground floor to yourself/selves, with a very large bed/dining room and a huge bathroom, both with sunlight pouring in and fresh air, if you open the doors to the garden. Lovely outdoor patio facing into a secluded garden with nice plants visited by bumblebees and the sound of birdsong and the gentle clucking of the resident four free-range hens (no cockerel to wake you up). There is a safe place inside to store a bicycle if you hire one (highly recommended to explore R’dam and around). Very tastefully provided kitchenette and bathroom with a choice of fluffy or waffle towels. And of top of that: a Dutch breakfast is provided (!), which you can either eat at the circular dining table within, or on the patio outside if it’s not raining. And if you’re lucky, one the hens’ll have laid you a free-range egg to have with your breakfast. I only met Machteld once, but saw her husband, Remko every morning with the breakfast tray. Both very friendly, but they they don’t intrude and it’s comforting to know they’re just upstairs if you need something. Perfect for either a solo traveller or couple who appreciate having a nice garden oasis in which to relax / have a break in the afternoon from work (I was attending a conference) or sightseeing. Only (very slight) downside for a couple is that the bed is two singles put together, not a double. 100% recommended."
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,Pretty space! Lots of light- close to center!
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,We had an overnight stay at Machteld’s lovely apartment and wish it could have been longer. Machteld was very welcoming and helpful and the communication at every step was excellent. The apartment was very conveniently located close to the City Centre and Central Station but was very quiet with a lovely garden view and a place to sit out and enjoy the birdsong. Would definitely recommend.
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,Ruime en karakteristieke woning met veel privacy. Machteld en Remko zijn erg vriendelijk en hebben ons goed ontvangen. Het was een prettig verblijf!
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,An amazing host and a wonderful family! They made us feel completely at home and were incredibly helpful in every possible way. They were also flexible with check-in and check-out when requested for valid reasons. The location is perfect—close to the city center yet offering a peaceful garden view. Highly recommend staying here for a comfortable and welcoming experience!
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,Great stay - lovely room with access to garden view. The breakfasts in the morning were also wonderful and made us feel right at home.
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"I really enjoyed the apartment, especially the opportunity to have outdoor space right in the middle of the city. The terrace was definitely my favorite part of the stay. I truly appreciated the host’s hospitality and her willingness to help with unexpected situations.<br/>It was very thoughtful that the hosts served us breakfast, even though I must admit I’m not quite used to the Dutch way of having all that bread in the morning.<br/>The early morning construction noise from the neighboring building was quite disturbing, but I understand this is beyond the host’s control, as local regulations allow it.<br/>I would definitely consider staying here again—especially if there were a way to ensure quieter mornings without drilling and hammering!"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,"Machteld and her husband were extremely warm and welcoming. Please note this is in their personal home, but you get the whole first floor to yourself. We did experience some construction noise early in the mornings during our stay, but unclear if it was from upstairs in their home or a neighbor’s. It never lasted for long. The garden is a gem and their homemade breakfast every morning was the best part of the stay. Beds were extremely comfortable too!! (Two twin beds) Location is very walkable (20 mins to central part of town) and close to public transportation.  Would definitely recommend their place to someone visiting Rotterdam :)"
763422,City appartment: b&b Walenburg,Blijdorp,51.93021,4.46853,Private room in bed and breakfast,Private room,The stay was amazing!!! Remco arranged a very easy check in and showed us around the appartment. He prepared amazing breakfast for us and even recommended great spots to visit around the city. Very nice and quite stay since the room window is facing a lovely garden
878959,Apartment  Rotterdam Noord,Oude Noorden,51.93319,4.47658,Entire rental unit,Entire home/apt,"Michel and his family are adorable. His accommodation was perfectly located in a quiet street, easily and quickly accessible from Rotterdam train station. The room is lovely and contains a kitchenette with a coffee machine and coffee beans, a kettle and an assortment of tea bags. Shower and toilet were just outside the room, very clean and modern. Breakfast was delicious and varied. The location, accommodation and host were utterly charming, and the host was very knowledgeable about the area and facilities. Highly recommended!"
878959,Apartment  Rotterdam Noord,Oude Noorden,51.93319,4.47658,Entire rental unit,Entire home/apt,"My husband really enjoyed his stay at Michel's place. The room is spacious and thoughtfully designed. You have a large bed, cupboards, a sink, a coffee machine and a table in the room (as on the pictures provided). The room is on the ground floor, but there are coverings on windows, so you can enjoy your privacy. Super clean and tidy bathroom! He would definitely book again when in need to travel to Rotterdam again."
878959,Apartment  Rotterdam Noord,Oude Noorden,51.93319,4.47658,Entire rental unit,Entire home/apt,"Really nice place, super well located, the little balcony and garden are super nice too."
878959,Apartment  Rotterdam Noord,Oude Noorden,51.93319,4.47658,Entire rental unit,Entire home/apt,Great apartment Very convenient to tram and Central Station Beautiful street Comfortable bed and very nice living and dining area. Close to shops and restaurants Great location for exploring Rotterdam
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Perfect accomodation! Very good location (central, near the public transports), quiet street, quiet and beautiful house with peaceful small garden. The room was very clean and cosy. Nice atmosphere in the house. Equipped kitchen at disposal, wifi, clean bathroom,... And Marion is a great host, very kind. I would definitely recommend this place."
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,A beautiful sunny & light filled space with great artistic atmosphere. House is packed with interesting books and art. If you are interested in the history of Rotterdam and the earlier modern art developments here use your change to chat with Marion she has lots of facts and interesting stories to share ;) 
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Marion was an exceptional host! My boyfriend and I arrived later in the night and she was so kind to pick us up from the Central Station. The home itself was so cosy and full of art. It was in a very quiet, and peaceful neighborhood. We stayed in the double room on the second floor - had our own personal wash station and a balcony that we used to dry our clothes. Marion was so lovely; we shared many great talks in the garden outside. I definitely recommend this place for travelers because Marion was a true highlight of Rotterdam and my boyfriend and I's trip through Europe! "
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Myself and my daughter had a lovely 5 days stay with Marion!<br/>We are very happy and thankful to have met such a caring, kind and warm hostess who is also an art scholar! <br/>Marion's beautiful home itself is a mini museum of art work!  Besides paintings, art work, an exhaustive collection of books on art, there is a piano in the living room which my 13 year old could play on and practise.<br/>We also loved hanging out in the quaint garden behind the house where we had tea and snacks. She gave us a lot of helpful tips to explore Ansterdam and Rotterdam area. <br/>Then there is little Oskar, Marion's pet cat! We were delighted to have him around!<br/>We really hope to visit again!<br/>What a beautiful memorable time we had! <br/>"
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Mrs. Marion is an excellent host, ready to help when she can. Mrs. Marion provided us cozy breakfast, also offered to cook us dinner and we could freely use the kitchen and the backyard. Very friendly, an adorable personality, respecting other's privacy. We enjoyed our stay at Mrs. Marion's very much. Also, the house was very clean! Would definately recommend!"
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"This is the place to stay in Rotterdam! An amazingly beautiful and well-designed house (as a result of being an artist herself), great hospitality. We had a very comfortable stay in Marion's house with my wife. The house is quite centrally located, has all the amenities needed. The room she provided was large, bright and comfortable. The house also has a beautiful and peaceful garden, where it's a pleasure to have breakfast or take some rest in the afternoon. It was also a pleasure to meet Marion and have some chats. As a quite experienced Airbnb user and a full-time traveler who has been around the world staying in many types of accommodations, I can highly recommend her place."
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Marion is a great host. She is very kind, friendly and always smiling. The room is light and spacious with comfy bed. The whole house was tidy and nice, full of art. It is located 10 minutes from Roterdam Centraal. We also enjoyed the company of cats who were friendly and neat. I definitely recommend this place."
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Absolutely perfect place near the city centre and train central station. Cosy big room with a nice view from the balcony. There is everything you need in the house. Perfect breakfast on the terrace. Bikes included! The host is very kind and warm, ready to help you with everything and take care of you. We really enjoyed the stay in this house.<br/>"
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Marion’s place is fantastic! The room is really big (you can do your yoga in there) with a little balcony, and the flat is well located on a quiet street, close to centraal station and the centrum. Marion is also a wonderful host who makes you feel right at home."
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Marion is the nicest host ever! She was very kind to us all the time, and she is indeed a very nice and interesting person to talk to. Her house is very well decorated and cozy, and very close to the city center (10 min. walk from Central Station) in a quiet and safe street. The room is very big and has everything you can need (even a balcony!). 100% recommendable for your stay in Rotterdam!"
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Marion is a lovely host. She is very welcoming and friendly. We felt as a family members , Marion was taking care of our comfort. Marion's house is very typical dutch house for one family in 3 floors. Our room was on second floor, big, spacious and bright. House has artistic soul, decorated with beautiful art pieces. Location is very good - near to station and city center. We were very pleased to use two bicycles, was nice bonus to feel as local people. We highly recommend stay at Marion's home."
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Amazing place! Very artsy, in a great neighborhood close to the train and city centre, and Marion is a great host! She prepared us coffee and some breakfast, which was not expected but very much appreciated! The room itself is large, with a small balcony to enjoy the view. Lovely visit, and we would happily stay again."
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,Marion was very welcoming. Her house is very stylish and well located in Rotterdam. The room is inspiring and bright. We enjoyed staying there !
1322782,Spacious room close to city centre,Nieuwe Westen,51.92127,4.4563,Private room in home,Private room,"Marion is one of the best hosts I've had with Airbnb.<br/>Really nice person and made me feel at home right from the start of my stay.<br/>The house has a great location in the city center, in a quiet street.<br/>Absolutely recommend it."
